"TimeCreated";"ProcessID";"ProcessName";"ProcessPath";"ParentProcessID";"ParentProcessName";"ParentProcessPath"
"05.04.2022 10:43:56";"13588";"c:\program files (x86)\microsoft\edgeupdate\";"microsoftedgeupdate.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:41:03";"2252";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:39:43";"5176";"c:\program files (x86)\google\update\";"googleupdate.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:39:18";"5928";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:39:18";"8420";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:38:24";"9800";"c:\program files (x86)\kaspersky lab\networkagent\";"klcsldcl.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:38:16";"1680";"c:\windows\ccm\";"updatetrustedsites.exe";"92";"c:\windows\ccm\";"ccmexec.exe"
"05.04.2022 10:38:16";"1968";"c:\windows\system32\";"conhost.exe";"1680";"c:\windows\ccm\";"updatetrustedsites.exe"
"05.04.2022 10:38:11";"9512";"c:\program files\secret net studio\client\";"snpolicyhost.exe";"5352";"c:\program files\secret net studio\client\";"snpolicysrv.exe"
"05.04.2022 10:38:10";"10204";"c:\program files\secret net studio\client\";"snpolicyhost.exe";"5352";"c:\program files\secret net studio\client\";"snpolicysrv.exe"
"05.04.2022 10:37:18";"10012";"c:\program files (x86)\kaspersky lab\networkagent\";"klcsldcl.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:37:03";"8584";"c:\windows\system32\";"apphostregistrationverifier.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:37:03";"3372";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:37:03";"12840";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:37:02";"13460";"c:\windows\system32\";"provtool.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:37:02";"13848";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:37:02";"9236";"c:\program files\common files\microsoft shared\clicktorun\";"officec2rclient.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:36:28";"5344";"c:\program files (x86)\google\update\";"googleupdate.exe";"4520";"c:\program files (x86)\google\update\";"googleupdate.exe"
"05.04.2022 10:35:35";"10476";"c:\windows\system32\";"sppsvc.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:35:33";"12448";"c:\windows\system32\";"usoclient.exe";"8600";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:35:33";"10232";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:35:32";"10320";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:35:30";"2812";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:35:29";"7352";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:35:29";"10344";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:33:40";"2324";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:33:23";"7716";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:33:16";"3268";"c:\windows\system32\";"sppsvc.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:33:08";"12600";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:33:07";"13176";"c:\windows\system32\";"usocoreworker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:33:07";"12708";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:33:07";"10336";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:33:03";"11356";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:32:58";"5928";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:32:58";"2012";"c:\windows\system32\";"gpscript.exe";"2032";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:32:57";"12016";"c:\windows\system32\";"searchprotocolhost.exe";"4696";"c:\windows\system32\";"searchindexer.exe"
"05.04.2022 10:32:57";"12760";"c:\windows\system32\";"searchfilterhost.exe";"4696";"c:\windows\system32\";"searchindexer.exe"
"05.04.2022 10:32:53";"6436";"c:\windows\system32\";"raserver.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:32:48";"14160";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:32:37";"13728";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:32:37";"11752";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:32:37";"8620";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:32:37";"3352";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:32:37";"5656";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:32:26";"14292";"c:\windows\syswow64\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:31:42";"13400";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:31:39";"9776";"c:\program files (x86)\kaspersky lab\kaspersky endpoint security for windows\";"avp.exe";"4152";"c:\program files (x86)\kaspersky lab\kaspersky endpoint security for windows\";"avp.exe"
"05.04.2022 10:31:32";"10216";"c:\windows\system32\";"usocoreworker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:30:43";"8804";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:30:24";"6724";"c:\program files\common files\microsoft shared\clicktorun\";"officec2rclient.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:29:40";"11280";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:29:39";"14012";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:28:18";"10424";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:27:40";"11124";"c:\windows\system32\";"mmc.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:27:40";"4676";"c:\windows\syswow64\";"mmc.exe";"11124";"c:\windows\system32\";"mmc.exe"
"05.04.2022 10:27:37";"11968";"c:\windows\system32\";"consent.exe";"12804";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:27:37";"11436";"c:\windows\system32\";"mmc.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:27:30";"4760";"c:\windows\system32\";"dllhost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:27:30";"5600";"c:\windows\system32\";"dllhost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:27:23";"12280";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:27:19";"3496";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:27:19";"11900";"c:\program files (x86)\kaspersky lab\networkagent\";"vapm.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:27:18";"13768";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:27:14";"14196";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:27:00";"11712";"c:\program files\fortinet\forticlient\";"fcconfig.exe";"4508";"c:\program files\fortinet\forticlient\";"scheduler.exe"
"05.04.2022 10:26:56";"13700";"c:\program files\windowsapps\543d6c0f.vipnetclient_4.9.1194.0_x64__f7q4ak84jrfw6\";"vipnetclient.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:26:44";"3744";"c:\program files (x86)\kaspersky lab\networkagent\";"klcsldcl.exe";"2296";"c:\program files (x86)\kaspersky lab\networkagent\";"klnagent.exe"
"05.04.2022 10:26:27";"9844";"c:\windows\system32\";"query.exe";"4928";"c:\windows\system32\windowspowershell\v1.0\";"powershell.exe"
"05.04.2022 10:26:27";"13812";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:26:27";"11200";"c:\windows\system32\";"quser.exe";"9844";"c:\windows\system32\";"query.exe"
"05.04.2022 10:26:26";"13600";"c:\windows\system32\driverstore\filerepository\cui_dch.inf_amd64_01e62fd23fef9f71\";"gfxdownloadwrapper.exe";"7480";"c:\windows\system32\driverstore\filerepository\cui_dch.inf_amd64_01e62fd23fef9f71\";"igfxemn.exe"
"05.04.2022 10:26:26";"8604";"c:\windows\system32\";"conhost.exe";"13600";"c:\windows\system32\driverstore\filerepository\cui_dch.inf_amd64_01e62fd23fef9f71\";"gfxdownloadwrapper.exe"
"05.04.2022 10:26:25";"3564";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:26:24";"4928";"c:\windows\system32\windowspowershell\v1.0\";"powershell.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:26:24";"4872";"c:\windows\system32\";"conhost.exe";"4928";"c:\windows\system32\windowspowershell\v1.0\";"powershell.exe"
"05.04.2022 10:25:54";"13520";"c:\windows\system32\";"wlrmdr.exe";"1332";"c:\windows\system32\";"winlogon.exe"
"05.04.2022 10:25:51";"12860";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:50";"12804";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:50";"12808";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:50";"1984";"c:\program files\windowsapps\543d6c0f.vipnetclient_4.9.1194.0_x64__f7q4ak84jrfw6\dispatcher\";"dispatcher.exe";"12940";"c:\windows\system32\";"runtimebroker.exe"
"05.04.2022 10:25:50";"13140";"c:\program files\windowsapps\543d6c0f.vipnetclient_4.9.1194.0_x64__f7q4ak84jrfw6\dispatcher\";"dispatcher.exe";"12940";"c:\windows\system32\";"runtimebroker.exe"
"05.04.2022 10:25:49";"12940";"c:\windows\system32\";"runtimebroker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:48";"13000";"c:\program files (x86)\citrix\ica client\";"concentr.exe";"12724";"c:\windows\syswow64\";"runonce.exe"
"05.04.2022 10:25:48";"13168";"c:\program files (x86)\citrix\ica client\authmanager\";"authmansvr.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:48";"13252";"c:\program files (x86)\citrix\ica client\authmanager\";"authmansvr.exe";"1848";"c:\program files (x86)\citrix\ica client\";"ssonsvr.exe"
"05.04.2022 10:25:48";"12656";"c:\program files (x86)\citrix\ica client\";"concentr.exe";"12476";"c:\program files (x86)\citrix\ica client\";"wfcrun32.exe"
"05.04.2022 10:25:48";"12476";"c:\program files (x86)\citrix\ica client\";"wfcrun32.exe";"1848";"c:\program files (x86)\citrix\ica client\";"ssonsvr.exe"
"05.04.2022 10:25:48";"13204";"c:\program files (x86)\citrix\ica client\";"wfcrun32.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:48";"13288";"c:\program files (x86)\citrix\ica client\";"redirector.exe";"12724";"c:\windows\syswow64\";"runonce.exe"
"05.04.2022 10:25:48";"13280";"c:\program files (x86)\cisco systems\cisco jabber\";"ciscojabber.exe";"3344";"c:\program files (x86)\cisco systems\cisco jabber\";"ciscojabber.exe"
"05.04.2022 10:25:48";"12488";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfservice.exe";"12528";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfserviceplugin.exe"
"05.04.2022 10:25:47";"12892";"c:\program files (x86)\citrix\ica client\authmanager\";"authmansvr.exe";"1848";"c:\program files (x86)\citrix\ica client\";"ssonsvr.exe"
"05.04.2022 10:25:47";"12664";"c:\program files (x86)\citrix\ica client\authmanager\";"authmansvr.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:47";"12724";"c:\windows\syswow64\";"runonce.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:46";"12616";"c:\windows\system32\";"conhost.exe";"12536";"c:\program files (x86)\citrix\ica client\receiver\";"ceip.exe"
"05.04.2022 10:25:46";"12528";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfserviceplugin.exe";"12204";"c:\program files (x86)\citrix\ica client\receiver\";"receiver.exe"
"05.04.2022 10:25:46";"12204";"c:\program files (x86)\citrix\ica client\receiver\";"receiver.exe";"12244";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfservice.exe"
"05.04.2022 10:25:46";"1980";"c:\program files (x86)\cisco systems\cisco jabber\";"ciscojabber.exe";"3344";"c:\program files (x86)\cisco systems\cisco jabber\";"ciscojabber.exe"
"05.04.2022 10:25:46";"12536";"c:\program files (x86)\citrix\ica client\receiver\";"ceip.exe";"12204";"c:\program files (x86)\citrix\ica client\receiver\";"receiver.exe"
"05.04.2022 10:25:46";"12544";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfserviceplugin.exe";"12244";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfservice.exe"
"05.04.2022 10:25:45";"10892";"c:\windows\system32\";"applicationframehost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:45";"10980";"c:\program files\windowsapps\543d6c0f.vipnetclient_4.9.1194.0_x64__f7q4ak84jrfw6\";"vipnetclient.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:45";"11004";"c:\windows\system32\";"dllhost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:44";"3344";"c:\program files (x86)\cisco systems\cisco jabber\";"ciscojabber.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:43";"4836";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:42";"12244";"c:\program files (x86)\citrix\ica client\selfserviceplugin\";"selfservice.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:41";"12208";"c:\program files\secret net studio\client\";"snicon.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:40";"12084";"c:\program files\safenet\authentication\sac\x64\";"sacmonitor.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:40";"12136";"c:\windows\system32\";"smartscreen.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:40";"11976";"c:\windows\system32\";"securityhealthsystray.exe";"3696";"c:\windows\";"explorer.exe"
"05.04.2022 10:25:40";"12008";"c:\windows\system32\";"securityhealthservice.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:37";"11884";"c:\windows\ccm\";"scnotification.exe";"92";"c:\windows\ccm\";"ccmexec.exe"
"05.04.2022 10:25:33";"11784";"c:\windows\system32\";"mobsync.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:31";"11644";"c:\windows\system32\";"audiodg.exe";"3708";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:31";"11652";"c:\windows\system32\";"runtimebroker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:30";"11388";"c:\windows\systemapps\shellexperiencehost_cw5n1h2txyewy\";"shellexperiencehost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:29";"10904";"c:\windows\system32\";"runtimebroker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:28";"10368";"c:\windows\systemapps\microsoft.windows.cortana_cw5n1h2txyewy\";"searchui.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:28";"11236";"c:\windows\system32\";"runtimebroker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:27";"11044";"c:\windows\systemapps\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\";"startmenuexperiencehost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:27";"10856";"c:\windows\system32\";"dllhost.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:27";"11056";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:26";"10636";"c:\windows\ccm\";"updatetrustedsites.exe";"92";"c:\windows\ccm\";"ccmexec.exe"
"05.04.2022 10:25:26";"10596";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:26";"10444";"c:\windows\system32\";"searchprotocolhost.exe";"4696";"c:\windows\system32\";"searchindexer.exe"
"05.04.2022 10:25:26";"10504";"c:\windows\system32\";"searchfilterhost.exe";"4696";"c:\windows\system32\";"searchindexer.exe"
"05.04.2022 10:25:26";"10644";"c:\windows\system32\";"conhost.exe";"10636";"c:\windows\ccm\";"updatetrustedsites.exe"
"05.04.2022 10:25:25";"10320";"c:\windows\system32\";"conhost.exe";"10308";"c:\program files\fortinet\forticlient\";"epcuseravatar.exe"
"05.04.2022 10:25:25";"10308";"c:\program files\fortinet\forticlient\";"epcuseravatar.exe";"3948";"c:\program files\fortinet\forticlient\";"fortitray.exe"
"05.04.2022 10:25:25";"10372";"c:\windows\system32\wbem\";"wmiprvse.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:25";"7480";"c:\windows\system32\driverstore\filerepository\cui_dch.inf_amd64_01e62fd23fef9f71\";"igfxemn.exe";"2456";"c:\windows\system32\driverstore\filerepository\cui_dch.inf_amd64_01e62fd23fef9f71\";"igfxcuiservicen.exe"
"05.04.2022 10:25:24";"3696";"c:\windows\";"explorer.exe";"7500";"c:\windows\system32\";"userinit.exe"
"05.04.2022 10:25:24";"5172";"c:\windows\system32\";"etdtouch.exe";"8784";"c:\windows\system32\";"etdctrl.exe"
"05.04.2022 10:25:24";"7500";"c:\windows\system32\";"userinit.exe";"1332";"c:\windows\system32\";"winlogon.exe"
"05.04.2022 10:25:24";"3680";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:24";"6032";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:24";"4612";"c:\windows\system32\";"ctfmon.exe";"6032";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"8384";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:23";"3992";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:23";"8784";"c:\windows\system32\";"etdctrl.exe";"2568";"c:\windows\system32\";"etdservice.exe"
"05.04.2022 10:25:23";"7312";"c:\windows\system32\";"gpscript.exe";"2032";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"4684";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:23";"9768";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:23";"3948";"c:\program files\fortinet\forticlient\";"fortitray.exe";"4508";"c:\program files\fortinet\forticlient\";"scheduler.exe"
"05.04.2022 10:25:23";"1864";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"3592";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"9804";"c:\windows\system32\";"sihost.exe";"3392";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"1124";"c:\program files (x86)\google\update\";"googleupdate.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"9704";"c:\windows\system32\";"etdctrlhelper.exe";"2568";"c:\windows\system32\";"etdservice.exe"
"05.04.2022 10:25:23";"9684";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:23";"9720";"c:\program files (x86)\kaspersky lab\kaspersky endpoint security for windows\";"avp.exe";"4152";"c:\program files (x86)\kaspersky lab\kaspersky endpoint security for windows\";"avp.exe"
"05.04.2022 10:25:23";"6040";"c:\program files (x86)\microsoft\edgeupdate\";"microsoftedgeupdate.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:25:23";"4648";"c:\windows\microsoft.net\framework64\v3.0\wpf\";"presentationfontcache.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:22";"8524";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:25:22";"9576";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:24:25";"9604";"c:\windows\system32\";"sppsvc.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:24:24";"5544";"c:\windows\system32\";"musnotification.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:24:24";"1780";"c:\windows\system32\wbem\";"wmiadap.exe";"3640";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:24:24";"3604";"c:\windows\system32\";"usocoreworker.exe";"1576";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:24:24";"9420";"c:\windows\system32\";"sc.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:24:24";"5296";"c:\windows\system32\";"taskhostw.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:24:24";"5764";"c:\windows\system32\";"conhost.exe";"9420";"c:\windows\system32\";"sc.exe"
"05.04.2022 10:24:24";"8636";"c:\windows\system32\";"svchost.exe";"1340";"c:\windows\system32\";"services.exe"
"05.04.2022 10:24:24";"9224";"c:\windows\system32\unp\";"updatenotificationmgr.exe";"2212";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:23:35";"9512";"c:\windows\system32\";"conhost.exe";"9504";"c:\program files\windows defender\";"mpcmdrun.exe"
"05.04.2022 10:23:35";"9504";"c:\program files\windows defender\";"mpcmdrun.exe";"5796";"c:\windows\system32\";"svchost.exe"
"05.04.2022 10:23:24";"9356";"c:\windows\system32\";"wermgr.exe";"2212";"c:\windows\system32\";"svchost.exe"
